,Unnamed: 0,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
813,814,200602250PHI,https://www.basketball-reference.com/boxscores/pbp/200602250PHI.html,Philadelphia 76ers,Chicago Bulls,PHI,CHI,S. Hunter,T. Chandler,M. Allen,CHI,PHI,M. Allen,/players/a/allenma01.html,CHI,PHI,T. Chandler,/players/c/chandty01.html,S. Hunter,/players/h/huntest01.html,1.0
814,815,200602250SAS,https://www.basketball-reference.com/boxscores/pbp/200602250SAS.html,San Antonio Spurs,Golden State Warriors,SAS,GSW,N. Mohammed,A. Foyle,B. Bowen,SAS,GSW,T. Duncan,/players/d/duncati01.html,SAS,GSW,N. Mohammed,/players/m/mohamna01.html,A. Foyle,/players/f/foylead01.html,1.0
815,816,200602250PHO,https://www.basketball-reference.com/boxscores/pbp/200602250PHO.html,Phoenix Suns,Charlotte Bobcats,PHO,CHA,S. Marion,G. Wallace,S. Nash,PHO,CHA,B. Diaw,/players/d/diawbo01.html,PHO,CHA,S. Marion,/players/m/mariosh01.html,G. Wallace,/players/w/wallage01.html,1.0
816,817,200602250UTA,https://www.basketball-reference.com/boxscores/pbp/200602250UTA.html,Utah Jazz,New Orleans/Oklahoma City Hornets,UTA,NOK,J. Collins,P. Brown,D. West,NOK,UTA,R. Butler,/players/b/butlera01.html,NOK,UTA,P. Brown,/players/b/brownpj01.html,J. Collins,/players/c/collija03.html,1.0
817,818,200602260DET,https://www.basketball-reference.com/boxscores/pbp/200602260DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,B. Wallace,Z. Ilgauskas,L. James,CLE,DET,L. James,/players/j/jamesle01.html,CLE,DET,Z. Ilgauskas,/players/i/ilgauzy01.html,B. Wallace,/players/w/wallabe01.html,1.0
818,819,200602260MIN,https://www.basketball-reference.com/boxscores/pbp/200602260MIN.html,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,K. Garnett,P. Gasol,M. Blount,MEM,MIN,C. Atkins,/players/a/atkinch01.html,MIN,MEM,P. Gasol,/players/g/gasolpa01.html,K. Garnett,/players/g/garneke01.html,0.0
819,820,200602260ORL,https://www.basketball-reference.com/boxscores/pbp/200602260ORL.html,Orlando Magic,Houston Rockets,ORL,HOU,D. Howard,Y. Ming,T. Battie,ORL,HOU,K. Dooling,/players/d/doolike01.html,ORL,HOU,D. Howard,/players/h/howardw01.html,Y. Ming,/players/m/mingya01.html,1.0
820,821,200602260NJN,https://www.basketball-reference.com/boxscores/pbp/200602260NJN.html,New Jersey Nets,Indiana Pacers,NJN,IND,J. Collins,J. Foster,S. Jackson,IND,NJN,A. Johnson,/players/j/johnsan02.html,IND,NJN,J. Foster,/players/f/fosteje01.html,J. Collins,/players/c/collija04.html,1.0
821,822,200602260LAL,https://www.basketball-reference.com/boxscores/pbp/200602260LAL.html,Los Angeles Lakers,Boston Celtics,LAL,BOS,C. Mihm,R. LaFrentz,P. Pierce,BOS,LAL,R. Gomes,/players/g/gomesry01.html,BOS,LAL,R. LaFrentz,/players/l/lafrera01.html,C. Mihm,/players/m/mihmch01.html,1.0
822,823,200602260POR,https://www.basketball-reference.com/boxscores/pbp/200602260POR.html,Portland Trail Blazers,New Orleans/Oklahoma City Hornets,POR,NOK,D. Miles,P. Brown,D. West,NOK,POR,D. Mason,/players/m/masonde01.html,NOK,POR,P. Brown,/players/b/brownpj01.html,D. Miles,/players/m/milesda01.html,1.0
823,824,200602270ATL,https://www.basketball-reference.com/boxscores/pbp/200602270ATL.html,Atlanta Hawks,New Jersey Nets,ATL,NJN,J. Smith,J. Collins,R. Jefferson,NJN,ATL,N. Krstić,/players/k/krstine01.html,NJN,ATL,J. Collins,/players/c/collija04.html,J. Smith,/players/s/smithjo03.html,1.0
824,825,200602270CLE,https://www.basketball-reference.com/boxscores/pbp/200602270CLE.html,Cleveland Cavaliers,Detroit Pistons,CLE,DET,Zydrunas Ilgauskas,Ben Wallace,Zydrunas Ilgauskas,CLE,DET,,,CLE,DET,Zydrunas Ilgauskas,/players/i/ilgauzy01.html,Ben Wallace,/players/w/wallabe01.html,1.0
825,826,200602270MIA,https://www.basketball-reference.com/boxscores/pbp/200602270MIA.html,Miami Heat,Toronto Raptors,MIA,TOR,S. O'Neal,C. Bosh,C. Villanueva,MIA,TOR,U. Haslem,/players/h/hasleud01.html,TOR,MIA,S. O'Neal,/players/o/onealsh01.html,C. Bosh,/players/b/boshch01.html,0.0
826,827,200602270MEM,https://www.basketball-reference.com/boxscores/pbp/200602270MEM.html,Memphis Grizzlies,Washington Wizards,MEM,WAS,P. Gasol,J. Jeffries,A. Jamison,WAS,MEM,G. Arenas,/players/a/arenagi01.html,WAS,MEM,J. Jeffries,/players/j/jeffrja01.html,P. Gasol,/players/g/gasolpa01.html,1.0
827,828,200602270DAL,https://www.basketball-reference.com/boxscores/pbp/200602270DAL.html,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,D. Diop,S. Hunter,M. Daniels,PHI,DAL,A. Iverson,/players/i/iversal01.html,DAL,PHI,S. Hunter,/players/h/huntest01.html,D. Diop,/players/d/diopde01.html,0.0
828,829,200602270HOU,https://www.basketball-reference.com/boxscores/pbp/200602270HOU.html,Houston Rockets,Phoenix Suns,HOU,PHO,Y. Ming,S. Marion,S. Marion,PHO,HOU,S. Nash,/players/n/nashst01.html,PHO,HOU,S. Marion,/players/m/mariosh01.html,Y. Ming,/players/m/mingya01.html,1.0
829,830,200602270SAS,https://www.basketball-reference.com/boxscores/pbp/200602270SAS.html,San Antonio Spurs,New York Knicks,SAS,NYK,N. Mohammed,E. Curry,M. Ginóbili,SAS,NYK,T. Parker,/players/p/parketo01.html,SAS,NYK,N. Mohammed,/players/m/mohamna01.html,E. Curry,/players/c/curryed01.html,1.0
830,831,200602270DEN,https://www.basketball-reference.com/boxscores/pbp/200602270DEN.html,Denver Nuggets,Milwaukee Bucks,DEN,MIL,M. Camby,J. Magloire,C. Anthony,MIL,DEN,T. Ford,/players/f/fordtj01.html,DEN,MIL,J. Magloire,/players/m/magloja01.html,M. Camby,/players/c/cambyma01.html,0.0
831,832,200602270SAC,https://www.basketball-reference.com/boxscores/pbp/200602270SAC.html,Sacramento Kings,Portland Trail Blazers,SAC,POR,B. Miller,D. Miles,K. Martin,SAC,POR,K. Martin,/players/m/martike02.html,SAC,POR,B. Miller,/players/m/millebr01.html,D. Miles,/players/m/milesda01.html,1.0
832,833,200602270GSW,https://www.basketball-reference.com/boxscores/pbp/200602270GSW.html,Golden State Warriors,Utah Jazz,GSW,UTA,Adonal Foyle,Jarron Collins,Mehmet Okur,GSW,UTA,,,UTA,GSW,Adonal Foyle,/players/f/foylead01.html,Jarron Collins,/players/c/collija03.html,0.0
833,834,200602270LAC,https://www.basketball-reference.com/boxscores/pbp/200602270LAC.html,Los Angeles Clippers,Charlotte Bobcats,LAC,CHA,E. Brand,G. Wallace,G. Wallace,LAC,CHA,W. McCarty,/players/m/mccarwa01.html,CHA,LAC,E. Brand,/players/b/brandel01.html,G. Wallace,/players/w/wallage01.html,0.0
834,835,200602280CHI,https://www.basketball-reference.com/boxscores/pbp/200602280CHI.html,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,T. Chandler,K. Garnett,T. Hassell,MIN,CHI,M. Blount,/players/b/blounma01.html,MIN,CHI,K. Garnett,/players/g/garneke01.html,T. Chandler,/players/c/chandty01.html,1.0
835,836,200602280SEA,https://www.basketball-reference.com/boxscores/pbp/200602280SEA.html,Seattle SuperSonics,New Orleans/Oklahoma City Hornets,SEA,NOK,J. Petro,P. Brown,D. West,NOK,SEA,C. Paul,/players/p/paulch01.html,NOK,SEA,P. Brown,/players/b/brownpj01.html,J. Petro,/players/p/petrojo01.html,1.0
836,837,200602280LAL,https://www.basketball-reference.com/boxscores/pbp/200602280LAL.html,Los Angeles Lakers,Orlando Magic,LAL,ORL,C. Mihm,D. Howard,K. Bryant,ORL,LAL,K. Dooling,/players/d/doolike01.html,LAL,ORL,D. Howard,/players/h/howardw01.html,C. Mihm,/players/m/mihmch01.html,0.0
837,838,200603010TOR,https://www.basketball-reference.com/boxscores/pbp/200603010TOR.html,Toronto Raptors,Atlanta Hawks,TOR,ATL,C. Bosh,J. Smith,M. Peterson,TOR,ATL,M. James,/players/j/jamesmi01.html,TOR,ATL,C. Bosh,/players/b/boshch01.html,J. Smith,/players/s/smithjo03.html,1.0
838,839,200603010WAS,https://www.basketball-reference.com/boxscores/pbp/200603010WAS.html,Washington Wizards,Indiana Pacers,WAS,IND,J. Jeffries,J. Foster,S. Pollard,IND,WAS,P. Stojaković,/players/s/stojape01.html,IND,WAS,J. Foster,/players/f/fosteje01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
839,840,200603010BOS,https://www.basketball-reference.com/boxscores/pbp/200603010BOS.html,Boston Celtics,Miami Heat,BOS,MIA,R. LaFrentz,S. O'Neal,J. Williams,MIA,BOS,D. Wade,/players/w/wadedw01.html,MIA,BOS,S. O'Neal,/players/o/onealsh01.html,R. LaFrentz,/players/l/lafrera01.html,1.0
840,841,200603010MEM,https://www.basketball-reference.com/boxscores/pbp/200603010MEM.html,Memphis Grizzlies,New York Knicks,MEM,NYK,P. Gasol,E. Curry,Q. Woods,MEM,NYK,S. Battier,/players/b/battish01.html,NYK,MEM,P. Gasol,/players/g/gasolpa01.html,E. Curry,/players/c/curryed01.html,0.0
841,842,200603010MIN,https://www.basketball-reference.com/boxscores/pbp/200603010MIN.html,Minnesota Timberwolves,New Jersey Nets,MIN,NJN,K. Garnett,J. Collins,K. Garnett,NJN,MIN,R. Jefferson,/players/j/jefferi01.html,MIN,NJN,J. Collins,/players/c/collija04.html,K. Garnett,/players/g/garneke01.html,0.0
842,843,200603010DEN,https://www.basketball-reference.com/boxscores/pbp/200603010DEN.html,Denver Nuggets,Detroit Pistons,DEN,DET,M. Camby,B. Wallace,K. Martin,DEN,DET,C. Anthony,/players/a/anthoca01.html,DEN,DET,M. Camby,/players/c/cambyma01.html,B. Wallace,/players/w/wallabe01.html,1.0
843,844,200603010HOU,https://www.basketball-reference.com/boxscores/pbp/200603010HOU.html,Houston Rockets,Philadelphia 76ers,HOU,PHI,Y. Ming,S. Hunter,A. Iverson,HOU,PHI,R. Alston,/players/a/alstora01.html,PHI,HOU,Y. Ming,/players/m/mingya01.html,S. Hunter,/players/h/huntest01.html,0.0
844,845,200603010PHO,https://www.basketball-reference.com/boxscores/pbp/200603010PHO.html,Phoenix Suns,Milwaukee Bucks,PHO,MIL,S. Marion,J. Magloire,S. Nash,PHO,MIL,B. Diaw,/players/d/diawbo01.html,PHO,MIL,S. Marion,/players/m/mariosh01.html,J. Magloire,/players/m/magloja01.html,1.0
845,846,200603010UTA,https://www.basketball-reference.com/boxscores/pbp/200603010UTA.html,Utah Jazz,Charlotte Bobcats,UTA,CHA,J. Collins,G. Wallace,P. Brezec,UTA,CHA,D. Brown,/players/b/brownde02.html,CHA,UTA,J. Collins,/players/c/collija03.html,G. Wallace,/players/w/wallage01.html,0.0
846,847,200603010POR,https://www.basketball-reference.com/boxscores/pbp/200603010POR.html,Portland Trail Blazers,Los Angeles Lakers,POR,LAL,B. Skinner,C. Mihm,B. Cook,LAL,POR,S. Parker,/players/p/parkesm01.html,LAL,POR,C. Mihm,/players/m/mihmch01.html,B. Skinner,/players/s/skinnbr01.html,1.0
847,848,200603010GSW,https://www.basketball-reference.com/boxscores/pbp/200603010GSW.html,Golden State Warriors,Orlando Magic,GSW,ORL,A. Foyle,D. Howard,D. Stevenson,GSW,ORL,T. Murphy,/players/m/murphtr01.html,ORL,GSW,A. Foyle,/players/f/foylead01.html,D. Howard,/players/h/howardw01.html,0.0
848,849,200603010LAC,https://www.basketball-reference.com/boxscores/pbp/200603010LAC.html,Los Angeles Clippers,New Orleans/Oklahoma City Hornets,LAC,NOK,E. Brand,P. Brown,V. Radmanović,LAC,NOK,Ž. Rebrača,/players/r/rebraze01.html,LAC,NOK,E. Brand,/players/b/brandel01.html,P. Brown,/players/b/brownpj01.html,1.0
849,850,200603020CHI,https://www.basketball-reference.com/boxscores/pbp/200603020CHI.html,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,T. Chandler,Z. Ilgauskas,E. Snow,CHI,CLE,M. Allen,/players/a/allenma01.html,CLE,CHI,T. Chandler,/players/c/chandty01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,0.0
850,851,200603020SAS,https://www.basketball-reference.com/boxscores/pbp/200603020SAS.html,San Antonio Spurs,Dallas Mavericks,SAS,DAL,N. Mohammed,D. Diop,M. Ginóbili,SAS,DAL,T. Duncan,/players/d/duncati01.html,SAS,DAL,N. Mohammed,/players/m/mohamna01.html,D. Diop,/players/d/diopde01.html,1.0
851,852,200603030ATL,https://www.basketball-reference.com/boxscores/pbp/200603030ATL.html,Atlanta Hawks,Sacramento Kings,ATL,SAC,J. Smith,B. Miller,M. World Peace,SAC,ATL,K. Martin,/players/m/martike02.html,SAC,ATL,B. Miller,/players/m/millebr01.html,J. Smith,/players/s/smithjo03.html,1.0
852,853,200603030BOS,https://www.basketball-reference.com/boxscores/pbp/200603030BOS.html,Boston Celtics,Indiana Pacers,BOS,IND,R. LaFrentz,J. Foster,P. Stojaković,BOS,IND,P. Pierce,/players/p/piercpa01.html,IND,BOS,R. LaFrentz,/players/l/lafrera01.html,J. Foster,/players/f/fosteje01.html,0.0
853,854,200603030NYK,https://www.basketball-reference.com/boxscores/pbp/200603030NYK.html,New York Knicks,Chicago Bulls,NYK,CHI,Eddy Curry,Tyson Chandler,Eddy Curry,NYK,CHI,,,NYK,CHI,Eddy Curry,/players/c/curryed01.html,Tyson Chandler,/players/c/chandty01.html,1.0
854,855,200603030PHI,https://www.basketball-reference.com/boxscores/pbp/200603030PHI.html,Philadelphia 76ers,Washington Wizards,PHI,WAS,S. Hunter,J. Jeffries,A. Iguodala,PHI,WAS,A. Iverson,/players/i/iversal01.html,PHI,WAS,S. Hunter,/players/h/huntest01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
855,856,200603030DAL,https://www.basketball-reference.com/boxscores/pbp/200603030DAL.html,Dallas Mavericks,Charlotte Bobcats,DAL,CHA,D. Diop,G. Wallace,A. Griffin,DAL,CHA,D. Nowitzki,/players/n/nowitdi01.html,DAL,CHA,D. Diop,/players/d/diopde01.html,G. Wallace,/players/w/wallage01.html,1.0
856,857,200603030HOU,https://www.basketball-reference.com/boxscores/pbp/200603030HOU.html,Houston Rockets,Denver Nuggets,HOU,DEN,Y. Ming,M. Camby,C. Anthony,DEN,HOU,K. Martin,/players/m/martike01.html,DEN,HOU,M. Camby,/players/c/cambyma01.html,Y. Ming,/players/m/mingya01.html,1.0
857,858,200603030PHO,https://www.basketball-reference.com/boxscores/pbp/200603030PHO.html,Phoenix Suns,Orlando Magic,PHO,ORL,S. Marion,D. Howard,B. Diaw,PHO,ORL,S. Nash,/players/n/nashst01.html,PHO,ORL,S. Marion,/players/m/mariosh01.html,D. Howard,/players/h/howardw01.html,1.0
858,859,200603030UTA,https://www.basketball-reference.com/boxscores/pbp/200603030UTA.html,Utah Jazz,Los Angeles Clippers,UTA,LAC,J. Collins,E. Brand,J. Collins,UTA,LAC,D. Williams,/players/w/willide01.html,UTA,LAC,J. Collins,/players/c/collija03.html,E. Brand,/players/b/brandel01.html,1.0
859,860,200603030GSW,https://www.basketball-reference.com/boxscores/pbp/200603030GSW.html,Golden State Warriors,Los Angeles Lakers,GSW,LAL,A. Foyle,C. Mihm,C. Mihm,LAL,GSW,L. Odom,/players/o/odomla01.html,LAL,GSW,C. Mihm,/players/m/mihmch01.html,A. Foyle,/players/f/foylead01.html,1.0
860,861,200603030SEA,https://www.basketball-reference.com/boxscores/pbp/200603030SEA.html,Seattle SuperSonics,Detroit Pistons,SEA,DET,J. Petro,B. Wallace,R. Hamilton,SEA,DET,R. Lewis,/players/l/lewisra02.html,DET,SEA,J. Petro,/players/p/petrojo01.html,B. Wallace,/players/w/wallabe01.html,0.0
861,862,200603040NJN,https://www.basketball-reference.com/boxscores/pbp/200603040NJN.html,New Jersey Nets,Toronto Raptors,NJN,TOR,J. Collins,C. Bosh,E. Williams,TOR,NJN,M. James,/players/j/jamesmi01.html,TOR,NJN,C. Bosh,/players/b/boshch01.html,J. Collins,/players/c/collija04.html,1.0
862,863,200603040MIA,https://www.basketball-reference.com/boxscores/pbp/200603040MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,S. O'Neal,J. Smith,J. Johnson,MIA,ATL,J. Williams,/players/w/willija02.html,ATL,MIA,S. O'Neal,/players/o/onealsh01.html,J. Smith,/players/s/smithjo03.html,0.0
863,864,200603040MIL,https://www.basketball-reference.com/boxscores/pbp/200603040MIL.html,Milwaukee Bucks,New York Knicks,MIL,NYK,J. Magloire,E. Curry,Q. Richardson,NYK,MIL,S. Marbury,/players/m/marbust01.html,NYK,MIL,E. Curry,/players/c/curryed01.html,J. Magloire,/players/m/magloja01.html,1.0
864,865,200603040SAS,https://www.basketball-reference.com/boxscores/pbp/200603040SAS.html,San Antonio Spurs,Portland Trail Blazers,SAS,POR,N. Mohammed,B. Skinner,M. Ginóbili,POR,SAS,V. Khryapa,/players/k/khryavi01.html,SAS,POR,B. Skinner,/players/s/skinnbr01.html,N. Mohammed,/players/m/mohamna01.html,0.0
865,866,200603040DEN,https://www.basketball-reference.com/boxscores/pbp/200603040DEN.html,Denver Nuggets,Orlando Magic,DEN,ORL,M. Camby,D. Howard,C. Anthony,DEN,ORL,R. Patterson,/players/p/patteru01.html,DEN,ORL,M. Camby,/players/c/cambyma01.html,D. Howard,/players/h/howardw01.html,1.0
866,867,200603040LAL,https://www.basketball-reference.com/boxscores/pbp/200603040LAL.html,Los Angeles Lakers,Detroit Pistons,LAL,DET,Chris Mihm,Ben Wallace,Chris Mihm,LAL,DET,,,LAL,DET,Chris Mihm,/players/m/mihmch01.html,Ben Wallace,/players/w/wallabe01.html,1.0
867,868,200603050PHI,https://www.basketball-reference.com/boxscores/pbp/200603050PHI.html,Philadelphia 76ers,Indiana Pacers,PHI,IND,S. Hunter,J. Foster,A. Iguodala,PHI,IND,A. Iverson,/players/i/iversal01.html,PHI,IND,S. Hunter,/players/h/huntest01.html,J. Foster,/players/f/fosteje01.html,1.0
868,869,200603050WAS,https://www.basketball-reference.com/boxscores/pbp/200603050WAS.html,Washington Wizards,Sacramento Kings,WAS,SAC,J. Jeffries,B. Miller,B. Miller,SAC,WAS,M. Bibby,/players/b/bibbymi01.html,SAC,WAS,B. Miller,/players/m/millebr01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
869,870,200603050DAL,https://www.basketball-reference.com/boxscores/pbp/200603050DAL.html,Dallas Mavericks,Phoenix Suns,DAL,PHO,D. Diop,S. Marion,A. Griffin,DAL,PHO,A. Griffin,/players/g/griffad01.html,DAL,PHO,D. Diop,/players/d/diopde01.html,S. Marion,/players/m/mariosh01.html,1.0
870,871,200603050MIN,https://www.basketball-reference.com/boxscores/pbp/200603050MIN.html,Minnesota Timberwolves,Golden State Warriors,MIN,GSW,K. Garnett,A. Biedriņš,M. Blount,MIN,GSW,M. Banks,/players/b/banksma01.html,MIN,GSW,K. Garnett,/players/g/garneke01.html,A. Biedriņš,/players/b/biedran01.html,1.0
871,872,200603050TOR,https://www.basketball-reference.com/boxscores/pbp/200603050TOR.html,Toronto Raptors,Boston Celtics,TOR,BOS,C. Bosh,R. LaFrentz,M. Peterson,BOS,TOR,D. West,/players/w/westde01.html,TOR,BOS,R. LaFrentz,/players/l/lafrera01.html,C. Bosh,/players/b/boshch01.html,0.0
872,873,200603050CLE,https://www.basketball-reference.com/boxscores/pbp/200603050CLE.html,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,Z. Ilgauskas,T. Chandler,B. Gordon,CLE,CHI,D. Gooden,/players/g/goodedr01.html,CHI,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,T. Chandler,/players/c/chandty01.html,0.0
873,874,200603050HOU,https://www.basketball-reference.com/boxscores/pbp/200603050HOU.html,Houston Rockets,Portland Trail Blazers,HOU,POR,Y. Ming,B. Skinner,T. McGrady,HOU,POR,R. Alston,/players/a/alstora01.html,HOU,POR,Y. Ming,/players/m/mingya01.html,B. Skinner,/players/s/skinnbr01.html,1.0
874,875,200603050LAC,https://www.basketball-reference.com/boxscores/pbp/200603050LAC.html,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,C. Kaman,P. Gasol,C. Atkins,LAC,MEM,S. Cassell,/players/c/cassesa01.html,MEM,LAC,C. Kaman,/players/k/kamanch01.html,P. Gasol,/players/g/gasolpa01.html,0.0
875,876,200603050SEA,https://www.basketball-reference.com/boxscores/pbp/200603050SEA.html,Seattle SuperSonics,Utah Jazz,SEA,UTA,J. Petro,J. Collins,M. Palacio,UTA,SEA,M. Okur,/players/o/okurme01.html,UTA,SEA,J. Collins,/players/c/collija03.html,J. Petro,/players/p/petrojo01.html,1.0
876,877,200603060CHA,https://www.basketball-reference.com/boxscores/pbp/200603060CHA.html,Charlotte Bobcats,Miami Heat,CHA,MIA,G. Wallace,S. O'Neal,U. Haslem,MIA,CHA,J. Williams,/players/w/willija02.html,MIA,CHA,S. O'Neal,/players/o/onealsh01.html,G. Wallace,/players/w/wallage01.html,1.0
877,878,200603060NJN,https://www.basketball-reference.com/boxscores/pbp/200603060NJN.html,New Jersey Nets,Sacramento Kings,NJN,SAC,J. Collins,B. Miller,M. Bibby,NJN,SAC,V. Carter,/players/c/cartevi01.html,SAC,NJN,J. Collins,/players/c/collija04.html,B. Miller,/players/m/millebr01.html,0.0
878,879,200603060NOK,https://www.basketball-reference.com/boxscores/pbp/200603060NOK.html,New Orleans/Oklahoma City Hornets,Phoenix Suns,NOK,PHO,P. Brown,T. Thomas,D. Mason,NOK,PHO,D. West,/players/w/westda01.html,NOK,PHO,P. Brown,/players/b/brownpj01.html,T. Thomas,/players/t/thomati01.html,1.0
879,880,200603060DEN,https://www.basketball-reference.com/boxscores/pbp/200603060DEN.html,Denver Nuggets,Memphis Grizzlies,DEN,MEM,M. Camby,P. Gasol,M. Camby,DEN,MEM,A. Miller,/players/m/millean02.html,DEN,MEM,M. Camby,/players/c/cambyma01.html,P. Gasol,/players/g/gasolpa01.html,1.0
880,881,200603060UTA,https://www.basketball-reference.com/boxscores/pbp/200603060UTA.html,Utah Jazz,Orlando Magic,UTA,ORL,J. Collins,D. Howard,J. Collins,ORL,UTA,T. Battie,/players/b/battito01.html,UTA,ORL,D. Howard,/players/h/howardw01.html,J. Collins,/players/c/collija03.html,0.0
881,882,200603060LAL,https://www.basketball-reference.com/boxscores/pbp/200603060LAL.html,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,C. Mihm,N. Mohammed,S. Parker,LAL,SAS,L. Odom,/players/o/odomla01.html,LAL,SAS,C. Mihm,/players/m/mihmch01.html,N. Mohammed,/players/m/mohamna01.html,1.0
882,883,200603070ATL,https://www.basketball-reference.com/boxscores/pbp/200603070ATL.html,Atlanta Hawks,Golden State Warriors,ATL,GSW,J. Smith,A. Foyle,J. Johnson,GSW,ATL,M. Dunleavy,/players/d/dunlemi02.html,ATL,GSW,A. Foyle,/players/f/foylead01.html,J. Smith,/players/s/smithjo03.html,0.0
883,884,200603070CLE,https://www.basketball-reference.com/boxscores/pbp/200603070CLE.html,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,Z. Ilgauskas,C. Bosh,M. James,CLE,TOR,D. Gooden,/players/g/goodedr01.html,TOR,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,C. Bosh,/players/b/boshch01.html,0.0
884,885,200603070IND,https://www.basketball-reference.com/boxscores/pbp/200603070IND.html,Indiana Pacers,New York Knicks,IND,NYK,J. Foster,E. Curry,M. Rose,NYK,IND,J. Rose,/players/r/roseja01.html,NYK,IND,E. Curry,/players/c/curryed01.html,J. Foster,/players/f/fosteje01.html,1.0
885,886,200603070WAS,https://www.basketball-reference.com/boxscores/pbp/200603070WAS.html,Washington Wizards,Boston Celtics,WAS,BOS,B. Haywood,R. LaFrentz,R. LaFrentz,BOS,WAS,O. Greene,/players/g/greenor01.html,BOS,WAS,R. LaFrentz,/players/l/lafrera01.html,B. Haywood,/players/h/haywobr01.html,1.0
